beta,gamma,rho,s_peak_height,s_auc,s_growth_rate,s_time_to_peak,s_total_rewires,s_rew_inf_ratio,s_var_degree,distance
0.3475066282617509,0.0249266344811934,0.5048809733178085,0.9,38.448,0.3350554336580579,5.2,552.0,1.0722222222222222,11.45226,3.0324614110710004
0.1631103139623083,0.1417686300766996,0.3175776031384683,0.493,6.299,0.3258553329457557,9.2,540.2,0.8356997971602436,11.11734,1.0127140797524383
0.124237264808743,0.0816404407889353,0.161336018772779,0.595,10.645999999999995,0.39844994895229,10.0,324.6,0.4184873949579831,9.31362,0.9665253007781563
0.3072412494045893,0.1935122759843821,0.2042208714629321,0.526,4.093,0.2330645133742253,4.4,195.8,0.6349809885931559,8.68308,2.2405733188640564
0.3686999119083139,0.0610249964458949,0.6406291807456203,0.82,15.841999999999995,0.3147365856591554,5.4,725.8,1.39390243902439,11.00926,1.5536031806090067
0.2132012881492638,0.034150677401235,0.3995154745868358,0.8719999999999999,29.437,0.4244159488384273,7.2,570.6,0.8486238532110093,10.13508,2.0717450670985413
0.359966572727626,0.1788154406571377,0.1455571112809802,0.591,4.897,0.2297163984192088,4.4,116.0,0.3722504230118443,9.511019999999998,2.280888203672249
0.3928681855978386,0.0714056781657318,0.79110775907958,0.746,13.359999999999996,0.3099258291868996,7.4,985.8,1.526809651474531,15.9196,2.7103111282053858
0.1901992612431621,0.0392131028526937,0.025764037070962,0.829,22.345,0.4516438051514558,6.4,38.6,0.0747889022919179,8.58168,2.4115378870473814
0.2386688119965922,0.0700995095501527,0.3789916264494806,0.765,13.669999999999998,0.3665006789898827,6.4,496.2,0.8745098039215687,10.55728,0.8014544045931432
0.326093118158128,0.1210992317119578,0.4963512163136738,0.649,7.206999999999999,0.3043430637928974,5.6,520.0,1.1756548536209552,10.21312,1.1509342366808786
0.1515830088729374,0.0582112997304752,0.4727383215133363,0.748,16.141,0.3417982541579648,10.4,962.4,1.054812834224599,12.737780000000004,1.7832157128319113
