beta,gamma,rho,distance,s_peak_height,s_auc,s_growth_rate,s_time_to_peak,n_draws_attempted
0.21556276305339792,0.11176514835133378,0.44838847608129034,0.6019249340627851,0.625,7.7490000000000006,0.33701711665507067,7.4,10000
0.1842388406064279,0.06360781678482706,0.37877760553063483,0.5701938444152195,0.736,14.078999999999999,0.404557541830633,7.6,10000
0.1779696709418828,0.06847712061355517,0.50680182831901,0.4735457423561264,0.6759999999999999,13.153,0.33093917371052284,9.6,10000
0.22816307917752576,0.11541259357974815,0.584691523282348,0.5411677721206424,0.5850000000000001,7.976999999999999,0.34863804034233004,8.0,10000
0.2770413939334981,0.07619124629613284,0.6082229914112307,0.5319587268388274,0.748,12.385,0.3615114115713999,7.4,10000
0.14697945791846573,0.09025490496485256,0.11184227947743129,0.511627594651071,0.654,10.451999999999998,0.4236859124705144,7.6,10000
0.14274714916155407,0.09737631320565138,0.2901077247627596,0.5337188505409812,0.593,9.59,0.3412840483943994,10.0,10000
0.13777729549938283,0.09025459326881483,0.2922961118994469,0.44670400109081454,0.633,10.133999999999999,0.36246827646190766,10.4,10000
0.263532337909647,0.10271052274868112,0.5255425225013347,0.34550276001989316,0.647,8.603,0.35326375817951017,8.4,10000
0.2522885991747312,0.08511718270975344,0.5073405013600388,0.4300718513755388,0.697,10.284999999999998,0.3709123829446765,7.2,10000
0.13642225344213565,0.06762349035529651,0.32563076743654185,0.5309091670785129,0.6599999999999999,13.544999999999996,0.35357799995790284,10.6,10000
0.15097856423768857,0.10519032946987973,0.08895610940354591,0.5296748587766446,0.6399999999999999,8.905,0.4247820475927382,8.0,10000
0.24095791817898984,0.08262895551056708,0.5644072173718313,0.3663893834550048,0.714,11.221,0.358395590529539,7.8,10000
0.18631982052555462,0.10338682447836037,0.4411522551400233,0.39916082902807626,0.612,8.633999999999999,0.3547205557884147,8.2,10000
0.295472889871137,0.078021664406465,0.6508956803143915,0.5313097031764731,0.751,12.587,0.3437135460545598,8.0,10000
0.28309702662515707,0.09714764651199506,0.5976215901278567,0.5573277347739837,0.7,9.255999999999998,0.36518589360234294,6.8,10000
0.15891155308833804,0.09116267139257361,0.2786350962739647,0.3560238597512272,0.6279999999999999,9.584999999999999,0.37946611503599026,7.6,10000
0.12633075815492015,0.09350884135127831,0.02967234589938679,0.6032332510890636,0.624,9.617999999999999,0.440040629793694,8.6,10000
0.16577878247471653,0.08782589751461704,0.2241103426041824,0.355607840935158,0.662,10.029999999999998,0.3748081117052712,7.4,10000
0.21208327904121094,0.07807529968774103,0.3546958114926785,0.5574843435685538,0.7250000000000001,11.61,0.3739790099095272,6.8,10000
0.21931242997025435,0.08216989213252215,0.3682525633567493,0.49126866425834514,0.6819999999999999,10.739999999999998,0.37361904826778386,6.8,10000
0.22162648649166428,0.11109877063316703,0.3726405393293455,0.5193967616275973,0.623,8.16,0.36630699196195937,7.2,10000
0.129699634584789,0.09829777846457474,0.14308417815485885,0.47233355131538335,0.6100000000000001,9.041,0.40137771108746323,7.6,10000
0.19384921019840087,0.09367592510099557,0.43730767498190454,0.4418198628965631,0.6079999999999999,9.860999999999999,0.33791189109721287,9.4,10000
0.2386679762028283,0.06935351789691262,0.4441985334819345,0.6042627163657218,0.7420000000000001,14.466,0.37217883033090143,7.2,10000
0.2131943425958652,0.10627768017473492,0.27195929445934947,0.5769675280192325,0.639,8.152,0.37842792378998447,6.8,10000
0.2501403008434559,0.08309395259801007,0.5109184143037905,0.5266293935791078,0.733,11.213999999999997,0.35553758905558824,7.2,10000
0.1314746802835032,0.08622849774152157,0.26944793113423654,0.29101661059411665,0.6279999999999999,11.441999999999998,0.3508576844307858,9.4,10000
0.1416143394762327,0.10719771279446583,0.24633730920637859,0.5633468356879681,0.558,8.288,0.37018448672386145,9.6,10000
0.2457385185863559,0.11380804693083978,0.44246461139067855,0.5527546454307588,0.642,7.864999999999999,0.3723004933648205,7.0,10000
0.08913443786944573,0.08682492698825502,0.0017961521031637064,0.5280486291479544,0.587,10.566999999999998,0.3917702826689974,10.4,10000
0.20298935600965248,0.07104246486820068,0.3703725980590111,0.4874164712314563,0.72,13.350999999999999,0.39183274206261076,7.4,10000
0.17852457122725188,0.08771698736824576,0.10938684534402787,0.5826943130859441,0.67,10.458999999999998,0.3773410164367898,6.4,10000
0.11063997006380397,0.0748229963508226,0.02650893236116545,0.41696064086543,0.6519999999999999,12.251,0.41208829153177734,9.8,10000
0.24013454942118864,0.10648261089670055,0.4977756376700434,0.5578977144577331,0.65,8.816999999999998,0.3377408551394517,7.2,10000
0.2011128843499142,0.11909736493401127,0.27585272544740713,0.5987429718669628,0.595,7.497,0.3747399714174075,7.2,10000
0.17024028783126768,0.1036128415402675,0.07352881667376235,0.5111250497724892,0.6679999999999999,9.043,0.39335259655166577,7.0,10000
0.192350384020774,0.078289877076374,0.2712589476060903,0.5634423403421677,0.722,11.706999999999999,0.4030393079643925,7.0,10000
0.1622851318279657,0.1031917705121816,0.33467432050859874,0.3262934962411497,0.627,9.778999999999998,0.34854430641804063,9.2,10000
0.35760513670734495,0.09241513526646568,0.7934510240919366,0.5642275080851102,0.71,10.067999999999998,0.3371473663242087,7.2,10000
0.2852540949482432,0.08257152011410536,0.6015628803597344,0.4009735822527046,0.694,10.764,0.3572977453967325,7.4,10000
0.21627653689583362,0.09855319681184212,0.3553827879832245,0.4828166589462033,0.671,9.729999999999999,0.35827008315586256,7.0,10000
0.1302504371535218,0.1050835665739909,0.10308498262480273,0.5283804173918669,0.5730000000000001,8.403,0.40419172990225016,8.6,10000
0.13310924106211663,0.06581144860989417,0.27278282521511904,0.5246439070447323,0.7230000000000001,14.689999999999998,0.40531416401193077,9.4,10000
0.20819805569583733,0.09081201522406107,0.31972755159448146,0.5436028340054179,0.6839999999999999,9.853999999999997,0.39655235626435575,6.8,10000
0.20113662716063568,0.10178649303117948,0.45911665797216633,0.5315079192161748,0.591,9.014,0.3307611637982885,8.6,10000
0.32401817000966227,0.09722225035145388,0.6348084292334945,0.545780753491325,0.691,9.362999999999998,0.3626747385641492,6.8,10000
0.2729565615222463,0.07916440719849158,0.6859034272951469,0.49845427131443804,0.719,11.704999999999998,0.3288888870049246,8.2,10000
0.3091461542933578,0.11864342604887117,0.624280181085973,0.5918320120462057,0.6529999999999999,7.890000000000001,0.3403763631560085,7.2,10000
0.20467382822564423,0.08199187793755616,0.3009659609293202,0.6046533476827368,0.709,11.12,0.3987379976526443,6.6,10000
0.24713275973156565,0.09128479497099237,0.577835541185752,0.3065314866566519,0.664,10.419999999999998,0.34910709570751186,8.0,10000
0.20474309267298077,0.12381292801495523,0.4588653094402766,0.5301674832370991,0.5850000000000001,7.136000000000001,0.36685392829124125,8.4,10000
0.18367113209146677,0.0753447621922293,0.18441552967061822,0.5665115625727939,0.721,12.200999999999999,0.42182416048245386,7.6,10000
0.15890559774183777,0.09730544634269359,0.21670006596679361,0.256553438337728,0.6289999999999999,9.138,0.3694601681812684,8.8,10000
0.176646736769059,0.08686616063133547,0.3380117767332156,0.2687671801527653,0.6689999999999999,10.625,0.3870277275187609,7.8,10000
0.24307464366563372,0.07130686292991816,0.5458319196051373,0.45156597758065503,0.7209999999999999,13.603,0.36764924902450385,7.6,10000
0.12509315900548323,0.11380556527948192,0.1913439079687617,0.5059201525408157,0.5690000000000001,8.363,0.3580532527322597,9.0,10000
0.10417180341418271,0.07185163459667565,0.06669142821759354,0.41325513341115105,0.646,12.248,0.4056668777633635,10.0,10000
