beta,gamma,rho,distance,s_peak_height,s_auc,s_growth_rate,s_time_to_peak,s_total_rewires,s_rew_inf_ratio,s_var_degree,n_draws_attempted
0.18386166073738372,0.09376701144134757,0.28344583728440215,0.6263614356272094,0.692,9.921999999999997,0.40451795637465215,7.4,420.0,0.7095375722543354,10.75818,10000
0.23535405680906593,0.15271643022517897,0.33344762078617374,0.9727246576330081,0.542,5.661,0.35344638039929704,6.8,437.0,0.8671586715867158,10.316199999999998,10000
0.1861670109619244,0.128090811938854,0.41441222882430373,0.9608425376632359,0.517,6.686000000000002,0.33792656122330866,9.0,664.2,1.0502901353965182,10.654300000000001,10000
0.266914526465866,0.08957854282490119,0.43710262228319946,0.9135090151003368,0.717,10.282999999999998,0.33773496048174884,6.0,526.6,0.9986052998605298,9.34074,10000
0.17644383164022256,0.10401306751701014,0.34891838577704726,0.6081014995475253,0.6060000000000001,8.787,0.387816543448334,8.2,567.4,0.8976897689768976,11.550360000000001,10000
0.3111806332849124,0.07370725238447823,0.45396661997774584,0.9204621975926485,0.754,12.200999999999997,0.3632380794299232,5.6,515.6,0.9920424403183022,10.34506,10000
0.21846270753852734,0.08610019803159386,0.31967596817446076,0.6944091056319415,0.6890000000000001,10.594,0.36028825379617924,6.6,449.8,0.7329462989840347,9.58416,10000
0.23489696579541047,0.06483045587850951,0.33984101515903664,0.9358115624500721,0.78,13.764999999999997,0.3931290598693246,6.4,434.6,0.7512820512820513,9.5997,10000
0.26146433864235413,0.08818064617665648,0.48537414898498343,0.8684032782101965,0.699,10.354999999999999,0.3744209414246258,7.2,679.2,1.0944206008583692,11.754719999999999,10000
0.16869004353100803,0.07208375586559673,0.32379995673955375,0.498755116183063,0.713,12.882,0.4038672555545165,7.8,540.2,0.7629733520336606,10.978819999999999,10000
0.13584426086918244,0.07016070069622805,0.16703010839987373,0.9842928561529755,0.733,13.311999999999998,0.398861776677752,8.2,319.8,0.4488403819918145,9.172839999999999,10000
0.20033442249370753,0.10658840796480427,0.257043326817658,0.9409418147510121,0.611,7.891,0.38848928455346055,6.6,355.6,0.7086743044189852,9.522879999999999,10000
0.24096453618898697,0.06697058110999339,0.41085225549032667,0.8320644922183423,0.76,13.643,0.3838279642690175,6.2,542.0,0.9368421052631579,10.74278,10000
0.25066007528701956,0.09612668599394683,0.44153414171081995,0.6420879215451742,0.679,9.402999999999997,0.3710368442076672,7.0,599.6,1.0618556701030926,10.96686,10000
0.24803297367472668,0.13129777324609598,0.3860486046839591,0.8941154501704843,0.6020000000000001,6.6930000000000005,0.35475705222546816,6.2,482.6,1.0232558139534882,10.39842,10000
0.2679551480300012,0.09279583055448978,0.4647718498588188,0.7352478246188723,0.701,9.783999999999997,0.35218448093527754,6.8,602.4,1.014265335235378,11.2446,10000
0.16989042064207507,0.07049555103675308,0.38928148577735605,0.7685417868246571,0.733,13.482999999999999,0.37095550144572137,9.6,710.0,0.8349249658935881,11.308520000000001,10000
0.1954939050450122,0.07118205157301408,0.3462828729416474,0.6011906651088309,0.724,13.210999999999999,0.3978623880080083,7.0,511.4,0.8494475138121548,10.12388,10000
0.12620112998574468,0.10251074443272376,0.22887030740697947,0.9536375134440245,0.541,8.329999999999998,0.3281561348916856,10.8,479.0,0.6358595194085027,11.21236,10000
0.23176829159326065,0.08416178666796191,0.4689292510352215,0.9434244148003368,0.7129999999999999,11.193000000000001,0.3750159425350049,8.0,724.8,1.0827489481065922,11.992159999999998,10000
0.17639968813787316,0.11083242636695828,0.26920392324797504,0.7085990783584999,0.648,8.52,0.4041960680513713,7.2,445.2,0.7283950617283952,9.4053,10000
0.2640842804828573,0.08840295713274586,0.4062365582672026,0.7862593386443372,0.737,10.685999999999998,0.37132372199328567,6.0,513.0,0.9226594301221167,10.53182,10000
0.1515929096315904,0.05900279674695541,0.25479338443292326,0.7947245228708651,0.726,17.226999999999997,0.4147828537505693,8.8,458.0,0.5757575757575758,10.24752,10000
0.1517415290872848,0.07521719783939344,0.31957266922522776,0.2672552218473589,0.679,12.596999999999998,0.3954906765463516,8.6,579.8,0.7952871870397643,10.489819999999998,10000
0.19989695397937124,0.11526891809833889,0.3055997173438537,0.827898363844147,0.588,7.592999999999998,0.34495805619899195,7.0,410.0,0.7891156462585034,9.86594,10000
0.16010593911490403,0.06353506107114071,0.3107311211700432,0.4593768673257565,0.739,14.334999999999997,0.37438859423127624,8.8,559.0,0.7510148849797023,10.17518,10000
0.1549806120310984,0.10849189894423429,0.2541007185320458,0.6355610004900379,0.58,8.415000000000001,0.38352917622646066,7.8,442.4,0.760344827586207,9.74464,10000
0.20447051907776395,0.07919837165937887,0.31277023104867824,0.5198457068755836,0.7180000000000001,11.191999999999998,0.4113928757160757,7.8,472.8,0.7367688022284121,10.353379999999998,10000
0.16354379577825093,0.0500573488365686,0.3214105326445682,0.9804981274630697,0.779,19.485,0.3980685408584904,8.6,583.2,0.735558408215661,10.631319999999999,10000
0.18903681217275373,0.0729714573497309,0.3480269166585044,0.44045326928382234,0.692,12.7,0.40010366651616563,7.8,531.6,0.8656069364161851,10.88202,10000
0.26065820254433075,0.08632473691027007,0.5142027928298576,0.9390964873481318,0.7310000000000001,11.574999999999998,0.3729642551128836,6.8,688.6,1.1956224350205198,11.39694,10000
0.187215572385419,0.06075240025321007,0.4459441656030396,0.9451432780747346,0.7550000000000001,15.860999999999999,0.39053506422824863,8.0,728.0,1.0569536423841057,10.975639999999999,10000
0.2657362414124469,0.0970128658725664,0.37642882317823834,0.8355065412415369,0.698,9.467999999999998,0.3703439697422437,5.8,447.8,0.8868194842406877,10.22758,10000
0.14767691361652166,0.12047217348594284,0.24478698205620672,0.8337328777306553,0.5389999999999999,7.089,0.352820534397749,8.6,431.6,0.6716141001855289,9.51706,10000
0.20995273114411597,0.10039560947747342,0.33455160219593494,0.5671993147253356,0.64,8.806999999999999,0.38517146599730173,7.0,478.6,0.815625,10.004999999999999,10000
0.24579012415850277,0.08060735332134783,0.3253637048994986,0.862442475465994,0.7370000000000001,11.376,0.3891705872464114,6.4,401.0,0.7896879240162821,9.57126,10000
0.27863792887957306,0.08614004246915097,0.5124857180704935,0.9706348502245584,0.708,10.614999999999998,0.34896489882836423,6.0,640.2,1.173728813559322,11.26716,10000
0.19546483470649026,0.06229518153196565,0.37840835727276245,0.8710541541089637,0.774,14.976999999999999,0.42618376564771265,7.4,592.2,0.9160206718346253,9.83904,10000
0.12730314539872845,0.06081562922580083,0.18833944838740901,0.8453205024935607,0.6990000000000001,14.786000000000001,0.4017388982187852,9.6,364.4,0.4849785407725321,9.521780000000001,10000
0.21240595303054993,0.07761706041907977,0.3173339517521894,0.7141874156758264,0.727,12.352,0.3890363640946254,6.6,434.4,0.7372764786795049,10.16994,10000
0.23161644109817708,0.08919451471121928,0.3061377500680267,0.7278772216706089,0.6839999999999999,9.980999999999998,0.3866168626944414,6.6,403.4,0.7894736842105264,9.994600000000002,10000
0.16736408825527008,0.09859439380378585,0.3099047152455474,0.31617847769661905,0.627,9.399,0.36591507091778663,8.0,544.4,0.8197767145135566,10.34478,10000
0.144831135817945,0.06266749085596346,0.24708572267363024,0.5109111264402115,0.7150000000000001,14.404999999999998,0.39357024281431235,8.6,468.0,0.6321678321678321,9.9981,10000
0.2106786570147577,0.10389702291185308,0.33391263120650666,0.5931455075397516,0.675,8.945999999999998,0.40064348110145975,7.0,484.2,0.8207407407407408,10.69636,10000
0.227227994812775,0.09268199096510311,0.39447761382685764,0.6351835790496538,0.643,9.208,0.3693143105664264,7.0,528.6,0.9471228615863142,11.304720000000001,10000
0.18562817092753203,0.1246996483646115,0.26189943669060683,0.9350482807154504,0.5279999999999999,6.822,0.3750928362329243,7.6,396.4,0.734848484848485,9.598759999999999,10000
0.25898449854530536,0.11508512711211459,0.4962480203487227,0.9940379434543112,0.625,8.366999999999999,0.340166332261183,7.0,666.2,1.1408,11.84826,10000
0.16133698227387222,0.12502917731582983,0.2270132436581868,0.9299430865313878,0.521,6.852000000000001,0.36739659018382087,8.4,380.6,0.6295585412667946,9.806400000000002,10000
0.1757609168175115,0.07466865760894062,0.2432913481763957,0.8784161232558806,0.712,12.092999999999998,0.4215444311095724,7.2,378.8,0.6320224719101123,9.37312,10000
0.1367022094083119,0.05905979316671734,0.21561772938752047,0.8249933823023831,0.7210000000000001,16.195999999999998,0.39075964339021224,8.8,426.8,0.5561719833564494,9.14236,10000
0.14428093266517594,0.11633485805937625,0.24407918692935227,0.7111780754301739,0.554,7.459999999999999,0.3665420973671632,8.4,435.6,0.6642599277978338,9.900559999999999,10000
0.24198319814572447,0.10212799190175234,0.303297629870674,0.8975394264524277,0.693,9.123,0.3449652835041907,6.2,376.8,0.7113997113997114,10.46858,10000
0.1679314080509319,0.05042257675098631,0.3861719433877781,0.9592155118650184,0.735,18.451,0.3749218151001695,9.0,688.2,0.8680272108843538,11.27038,10000
0.11861364033422131,0.061999421769747154,0.24156962240855606,0.6356955683749456,0.6990000000000001,15.073999999999995,0.3591065887722636,10.4,550.8,0.6480686695278969,10.96088,10000
0.2145412705168019,0.09645249002711791,0.46571354539965687,0.8765402707211463,0.6300000000000001,9.543,0.3629164760314615,7.8,702.4,1.1158730158730157,11.77308,10000
0.12140453250784898,0.09281808275279013,0.25991708605034586,0.6379093746172005,0.575,9.913999999999998,0.3509209126689778,10.6,566.4,0.6747826086956522,10.543379999999999,10000
0.10945674659383398,0.0655732632032249,0.22273100794813452,0.7379867065752596,0.679,14.934000000000001,0.3384186811158768,10.8,515.2,0.5434462444771723,9.99294,10000
0.2895204796500954,0.10982494883691714,0.45291331131506374,0.9413775735831674,0.639,7.927000000000001,0.3307340705527836,5.8,525.2,1.051643192488263,10.516160000000001,10000
0.21043465237195288,0.10200065131509381,0.3004495661819152,0.667927665719331,0.656,8.453,0.3638621628214835,6.8,437.2,0.7652439024390243,10.01292,10000
0.2968320440672717,0.07863948886577816,0.42902151849501663,0.8729376690780491,0.754,12.145999999999999,0.4034965548072207,6.0,498.8,0.969496021220159,10.53462,10000
0.19638152459005465,0.10533183208748113,0.3011477688729473,0.6406745815443277,0.633,8.135,0.3812651465068019,7.2,430.4,0.759873617693523,9.91348,10000
0.15710774109109735,0.09575786437980703,0.30960816071032504,0.3036920500279801,0.618,9.434999999999999,0.3775056681783644,8.4,541.4,0.7783171521035599,10.71022,10000
0.13177455359069398,0.056371622849387876,0.2324656823115251,0.9633193383886196,0.756,16.967,0.4353824808493167,8.8,429.6,0.5555555555555556,9.98272,10000
0.16872353845438523,0.1364911997325816,0.2678414880275377,0.9889748414173988,0.49800000000000005,6.282000000000001,0.3339568529271922,8.0,445.6,0.753012048192771,10.578280000000001,10000
0.1911298772513797,0.08541887333149066,0.22798622313662822,0.948183905553526,0.689,10.255999999999998,0.36789503437801524,6.4,327.2,0.5863570391872279,9.74216,10000
0.14342362524715987,0.06812235460670402,0.2845646640813625,0.5103742538725573,0.712,14.394,0.40493283274933595,8.8,543.6,0.7219101123595505,10.966740000000001,10000
0.2358620757487844,0.0872927470930916,0.39096475091687977,0.7469734021376702,0.7230000000000001,10.449,0.3829270964347352,6.4,539.0,0.9488243430152141,11.180019999999999,10000
0.17270040427048208,0.06317875314992716,0.27007062738744664,0.7555599968179182,0.751,14.764,0.39325110510597394,7.4,443.8,0.6870838881491346,9.6476,10000
0.2954053895251874,0.12233914895293176,0.4110480627151195,0.7836527454296214,0.632,7.587000000000001,0.3760160073819779,6.4,453.6,0.9683544303797469,10.144820000000001,10000
0.23657546395125328,0.12984181324745916,0.39911974167293673,0.8778187487245394,0.599,6.847000000000001,0.3289957306102401,7.0,531.0,0.9749582637729549,11.26482,10000
0.30829891883947985,0.11168316956287502,0.46199695243908423,0.9615193800631141,0.662,7.818,0.340622446046227,5.8,545.0,1.1450151057401812,10.857759999999999,10000
0.26895115371457035,0.11313047914769264,0.45314261069767964,0.9949214890749829,0.64,7.6290000000000004,0.36252221263834505,6.4,598.6,1.1265625,11.91142,10000
0.13931048198536394,0.08638081581700617,0.29051643615755485,0.47555618571535,0.617,9.773,0.3504444853845535,10.0,545.2,0.7293354943273905,10.83212,10000
0.25653417261703515,0.12798591739130974,0.41386577988397716,0.8670895199205105,0.605,7.2780000000000005,0.35414566046939694,6.2,511.4,1.069421487603306,10.5337,10000
0.206917173678503,0.08756822246412004,0.3030564430636406,0.7937174011515626,0.6869999999999999,10.315,0.41379317057283754,6.8,395.2,0.7103347889374091,9.75736,10000
0.20345430373914966,0.07176816180559306,0.24835204845256822,0.9079724039999947,0.722,12.130999999999997,0.410423640347722,7.2,339.2,0.5637119113573408,9.66906,10000
0.1147910618065261,0.10002535218630156,0.25313820737157927,0.8713928440167187,0.524,8.786999999999999,0.3355928447028394,10.8,529.4,0.7251908396946564,10.31146,10000
0.21765365969364617,0.08701487799003678,0.37406491386547525,0.663118286205892,0.6970000000000001,10.572,0.3957240904689969,6.4,524.0,0.8852223816355811,10.73618,10000
0.22101616490336906,0.11376772219926566,0.47381193656794074,0.9095812806554091,0.5930000000000001,7.906999999999999,0.3365749957751881,8.2,694.0,1.1180438448566608,11.39862,10000
0.12472898445264285,0.10196405900912986,0.17956358539401818,0.9383952366295402,0.5349999999999999,8.484,0.35911836098571365,9.6,351.0,0.5140186915887851,10.902020000000002,10000
0.12623345968772057,0.09245576776147316,0.18860693302351433,0.888265767251635,0.619,10.380999999999998,0.38109205209551245,9.2,362.2,0.5395799676898223,8.69408,10000
0.22019475600322205,0.10930522388105081,0.30212252856206956,0.8548777417963099,0.6110000000000001,8.015,0.37683722689010246,6.4,401.8,0.8248772504091652,9.74166,10000
0.17584605062620323,0.05763594926636853,0.335047906989834,0.7273541988027373,0.757,16.488999999999997,0.3861458472701812,8.2,559.6,0.7542932628797886,9.623259999999998,10000
0.229863434720402,0.08853896273639256,0.31437700274126334,0.8019310757834159,0.7289999999999999,11.141,0.41393123873732185,6.6,417.8,0.7654320987654322,10.16986,10000
0.19906076297239853,0.14088661242694236,0.37342099253260663,0.8818122982907696,0.514,6.308,0.3404085954917228,9.0,555.4,0.9299610894941633,10.7777,10000
